"P606t","A049","A071","p344p","incanon","p493p","a070p","a114p","A094","Gorx"
0,1,1,73.69,149.79099670765,0,55,3,8,3
0,3,2,187,308.286818910256,0,41,5,7,4
2.77,1,2,490.41,496.580961538462,0,28,4,3,4
0,1,2,644.575,651.062564102564,0,45,4,3,8
3.69,3,2,372.376153846154,423.059644191428,0,25,6,4,2
0,4,1,2111.2,2111.2,0,43,10,2,8
0,3,2,439.44,452.308312114697,0,37,5,3,6
0.745,2,2,993.951538461538,993.951538461538,0,59,7,3,7
0,2,2,345.34,352.919831730769,0,60,8,12,6
2.12,2,2,400.02,400.02,0,58,4,5,11
0,2,1,308.342,308.342,0,80,5,12,11
0,1,2,217.12,225.573958333333,0,80,4,12,9
42,2,1,575.1715,575.1715,0,68,6,12,8
1.5,1,2,256.42,264.193100961538,0,79,6,12,8
0,2,1,447.284,447.284,0,72,5,12,9
0,2,2,732.51,732.51,0,28,7,3,5
1,2,1,351.7015,367.786088268919,0,61,6,8,2
4.92,1,2,230.78,236.210552884615,0,56,4,4,5
0,2,2,658.56,658.56,0,48,6,6,9
3.67,4,2,2134.09,2134.09,0,39,8,2,6
0,3,1,456.946,474.181820160756,0,80,6,12,4
0,2,2,210.75,314.730201757686,0,48,5,8,7
0.205,2,3,887.915192307692,887.915192307692,0,59,9,4,4
0,3,2,391.7,438.209326923077,0,27,4,6,2
0.165,1,1,326.235,332.509807692308,0,52,5,8,9
0,1,2,1380.67,1392.83418269231,0,61,6,1,8
0,1,1,77.75,180.450340858461,0,57,3,12,5
0.535,2,1,406.564,417.852677488008,0,75,6,12,9
0,2,2,569.389,569.389,0,72,7,12,2
9.795,1,2,171.402,291.725173970513,0,76,3,12,9
0,2,2,183,183,0,42,3,12,5
42.5,2,3,708.685,708.685,0,29,6,2,11
0,2,1,666.57,666.57,0,63,6,1,11
12.75,3,1,471.28,471.28,0,69,7,12,9
4.785,4,2,1667.71,1667.71,0,49,10,3,2
0.52,4,1,553.12,553.12,0,38,4,7,8
0,1,2,461.91,466.520184294872,0,39,4,5,7
0,1,1,306.23,311.517740384615,0,54,5,7,1
0,4,1,1095.51903846154,1095.51903846154,0,52,7,6,2
10,3,2,1913.902,1913.902,0,80,10,3,8
0.625,1,2,289.34,296.369663461538,0,59,5,3,9
3.75,2,1,1011.97,1011.97,0,60,6,12,2
13.105,5,1,2134.09,2134.09,0,45,8,2,7
0.2,2,1,602.885,602.885,0,58,4,5,9
0,5,1,1095.48,1095.48,0,54,7,3,5
0.75,4,2,1100,1100,0,50,8,3,6
0,3,2,739.995,739.995,0,26,7,3,12
0.25,2,1,462.6665,462.6665,0,80,4,12,8
2.3,2,1,1914.81717948718,1914.81717948718,0,39,4,2,2
0,3,2,240.01,274.399676653812,0,40,5,8,11
3.7,1,1,713.505,719.964166666667,0,68,8,5,6
0.595,2,1,402.794,490.794,0,68,5,12,11
53,2,1,335.342,335.342,0,74,6,12,8
1.59,5,2,740.37,740.37,0,50,6,3,11
0.5,4,1,1550.8125,1550.8125,0,47,7,2,6
0.32,1,1,216.182,288.113857074715,0,55,2,12,10
0,1,2,364.51,370.044711538462,0,41,4,3,9
0,1,1,438.29,443.830264423077,0,38,6,8,2
25.25,2,2,768.232,768.232,0,62,5,4,1
0,5,1,965.38,965.38,0,47,9,3,9
0.495,2,1,908.98,916.775016025641,0,46,7,4,3
0.495,4,1,423.23,423.23,0,34,4,3,1
0,3,3,1009.7,1009.7,0,48,5,3,6
0,1,2,166.75,222.823484413418,0,52,4,12,4
0.5,1,2,141.042,251.620210618877,0,80,3,12,6
1.045,3,1,504.62,504.62,0,57,10,5,7
0,2,1,665.32,665.32,0,57,6,3,10
0.27,4,2,817.08,817.08,0,41,8,4,8
2.31,2,1,1171.4,1171.4,0,20,5,10,7
0,1,2,365.14,372.017067307692,0,71,6,12,10
0,2,1,1071.11,1071.11,0,45,4,3,6
1.245,2,2,463.972,463.972,0,65,6,7,5
11.185,2,1,620.0225,620.0225,0,64,6,3,6
0.21,3,1,763.75,763.75,0,64,6,2,5
7.495,1,2,201.732,207.366887820513,0,80,4,12,6
0,2,1,1157.589,1157.589,0,69,9,4,5
0,2,1,404.34,404.34,0,59,5,3,7
2.01,2,2,728.6575,728.6575,0,62,7,3,10
11.275,2,2,781.02,781.02,0,54,4,4,6
5.525,4,1,1799.69,1799.69,0,48,8,2,6
3.82,2,1,364.314,364.314,0,75,6,12,7
1.75,2,1,512.461538461538,512.461538461538,0,23,6,8,12
0,1,1,346.42,353.167371794872,0,44,6,3,2
0,2,2,644.139,644.139,0,71,7,12,3
16.665,4,1,1583.03,1583.03,0,52,8,1,8
10,1,2,1150.3425,1162.55451923077,0,53,10,1,9
0.45,4,3,2134.09,2134.09,0,47,8,3,4
0.945,3,2,1498.725,1498.725,0,44,5,3,7
2.87,4,2,115.38,115.38,0,21,6,10,5
0,2,1,737.575,737.575,0,62,6,3,1
0,2,2,441.09358974359,446.848677884615,0,41,5,4,2
0,4,1,815.82,815.82,0,33,4,3,8
0,2,1,814.94,814.94,0,61,8,5,8
0,2,3,666.59,680.657186790797,0,27,4,3,6
4.075,5,1,507.69,507.69,0,43,6,4,2
0,2,1,331.07,428.51711253406,0,50,4,3,11
4.025,2,2,819.125,819.125,0,56,6,7,8
0,1,2,588.15,593.437740384615,0,53,6,3,1
0.695,2,1,352.444,352.444,0,80,5,12,6
0,1,1,467.103397435897,467.103397435897,0,39,6,6,12
0,1,1,115,191.053368263976,0,51,4,7,11
0,2,2,302.015,302.015,0,61,8,12,9
0,1,1,546.392,552.224884615385,0,80,5,12,9
0,2,1,514.314,514.314,0,72,5,12,11
0,2,1,486.312,486.312,0,65,6,12,6
0,5,1,1144.55,1144.55,0,43,10,4,4
20,2,1,385.37,385.37,0,34,4,6,5
2.725,2,1,1075.984,1075.984,0,78,10,12,11
1.525,3,1,484.99,484.99,0,48,9,5,4
57.5,2,2,2134.09,2134.09,0,66,10,3,6
9,2,1,1521.0375,1521.0375,0,62,5,3,9
3.24,4,1,834.49,834.49,0,50,6,3,4
35,3,3,2134.09,2134.09,0,57,10,2,11
0,3,3,850.396666666667,850.396666666667,0,46,5,8,4
0,5,1,575.79,807.79,0,38,6,5,7
0,3,2,293.7,294.7,0,51,5,3,7
4.99,1,1,414.042,421.286855769231,0,75,7,12,6
0,9,1,351.65,442.583562999548,0,48,6,3,10
24.5,2,2,684.334,684.334,0,80,7,12,6
0,4,1,727.33,727.33,0,32,6,4,5
3.575,2,2,650,650,0,45,7,5,11
0,1,1,190.64,195.641602564103,0,75,4,12,11
10.295,2,1,1797.932,1797.932,0,66,8,12,8
17.13,2,1,703.12,703.12,0,60,3,3,2
1.615,3,1,1250.65,1250.65,0,51,6,3,8
3.29,1,2,256.12,262.289030448718,0,68,7,12,1
0,1,1,351.082,367.294180044168,0,76,6,12,5
10.5,2,1,647.7965,647.7965,0,67,6,12,9
3.84,2,1,1004.519,1004.519,0,76,6,12,2
0,4,2,355.75,495.291765627173,0,39,5,9,4
71.085,2,1,757.1945,757.1945,0,67,9,3,12
0,1,2,455.4645,462.699620192308,0,75,9,12,4
0,2,2,517.282,522.156752324713,0,69,5,12,11
5,2,1,773.855,779.957628205128,0,74,6,12,5
25.35,4,1,1621.38,1621.38,0,57,9,3,9
0,2,2,515.431538461538,522.169166666667,0,34,5,3,6
0,2,2,376,387.390407341228,0,47,4,8,10
0,2,1,261.49,261.49,0,65,5,12,2
0,1,1,142,325.997501962536,0,47,2,12,7
0,4,2,460.66,530.768033796388,0,46,7,8,10
0,3,2,915.6,915.6,0,56,7,5,5
0,2,2,1127.63,1127.63,0,49,5,4,9
1.65,1,2,586.14,586.14,0,61,8,7,2
25.25,1,2,725.3795,733.602352564103,0,70,6,12,8
0,1,1,72.4,160.645799023953,0,34,3,5,8
27.335,1,2,585.41,591.036730769231,0,39,5,3,11
0.72,3,1,1963.062,1963.062,0,65,8,12,8
0,1,1,206.232,271.164932692308,0,80,2,12,2
0,1,2,294.63,294.63,0,30,4,10,4
0,3,1,623.13,623.13,0,58,5,3,7
0.81,2,3,712.33,712.33,0,65,4,7,5
2.395,3,2,673.79,673.79,0,44,4,4,7
0,3,2,260.08,260.08,0,41,5,7,6
1.575,3,1,970.778974358974,970.778974358974,0,42,7,3,4
13.62,2,1,791.404,791.404,0,75,9,12,9
0,3,1,728.82,728.82,0,56,5,4,9
0,4,1,999.19,999.19,0,56,7,6,8
0,2,2,368.994,368.994,0,70,5,12,11
0.135,1,1,364.5,370.198942307692,0,39,4,8,9
0,2,1,680.592,680.592,0,63,7,7,11
0,2,1,357.539,378.884402018581,0,80,6,12,6
4.525,2,1,867.7375,867.7375,0,36,4,6,8
0,1,1,326.21,397.30808001261,0,66,4,12,11
1.6,2,2,408.25,408.25,0,77,3,12,3
0,1,1,504.932,511.509243589744,0,75,7,12,2
1.515,2,3,1049.3475,1049.3475,0,61,3,3,2
0.16,4,1,334.73,525.646742963286,0,33,6,7,8
6.32,4,1,364.11,364.11,0,51,5,8,12
0,1,2,993.99,999.967051282051,0,52,5,1,7
0.945,4,1,1347.78,1347.78,0,51,7,3,11
0,2,1,536.169,536.169,0,69,6,12,2
12.465,3,2,1580.9,1580.9,0,49,10,3,3
0,3,1,1196.52,1196.52,0,52,4,1,7
0,2,2,424.25,430.106025641026,0,31,6,7,10
0,1,1,181.442,265.923970764466,0,64,3,12,2
0.275,3,1,437.48,443.383950320513,0,39,7,10,2
8.5,2,1,360.944,360.944,0,65,8,12,3
0.53,3,3,1888.46,1888.46,0,52,6,2,11
0,2,2,124.8,228.593601391495,0,22,4,7,1
0,1,2,399.82,407.646682692308,0,58,7,3,7
0,2,2,677.17,677.17,0,69,6,8,10
11.135,3,1,1552.24,1552.24,0,39,5,2,8
0,1,2,117,203.609944174135,0,51,4,7,1
2,2,2,1141.87333333333,1141.87333333333,0,45,5,4,5
5.48,5,1,574.8,577.511538461538,0,37,4,6,11
3.75,3,1,769.87,769.87,0,47,6,5,2
0,2,1,337.579,337.579,0,80,4,12,8
0,5,3,2134.09,2134.09,0,40,10,2,7
4.98,4,1,1258.38,1258.38,0,53,8,3,10
0.495,3,2,673.235,673.235,0,36,6,3,2
0,1,2,460.57,467.6996875,0,80,7,12,2
0,2,1,843.5,843.5,0,78,5,3,11
0,2,1,659.9475,659.9475,0,30,5,3,5
0,1,1,752.6825,752.6825,0,61,5,4,7
0,1,2,438.41,444.764631410256,0,52,4,7,9
0.875,4,2,265.68,361.988637516268,0,40,7,3,11
17.5,2,3,343.529,463.881240680027,0,67,4,12,6
31.495,3,2,887.014,887.014,0,80,5,12,7
0.16,2,1,430.11,430.11,0,23,3,4,4
0,1,2,178.45,258.234593059682,0,30,5,12,3
8.94,4,1,1222.90333333333,1222.90333333333,0,45,5,6,9
0,1,1,496,502.677371794872,0,80,7,12,2
31.945,2,1,648.1075,648.1075,0,80,6,12,9
3.57,3,1,802.31,802.31,0,44,7,3,2
0,2,2,190.02,194.763003226582,0,22,4,10,3
2.845,2,1,997.2825,997.2825,0,53,4,3,8
0,2,1,130.84,130.84,0,49,3,5,7
0.19,1,1,145.7775,151.9265625,0,72,5,12,6
0,2,2,210,268.991508646166,0,32,4,7,4
30.71,2,1,2134.09,2134.09,0,33,5,3,8
0.425,3,2,543.73,555.801051254089,0,80,9,3,10
4.5,2,1,478.28,478.28,0,80,6,12,8
7.5,3,1,692.85,692.85,0,52,7,5,2
0,1,1,219.242,225.7545,0,80,7,12,2
0,1,2,149.91,158.531426282051,0,80,7,12,2
12.2,4,1,1330.21,1330.21,0,39,8,3,3
47.5,2,1,1250.52,1250.52,0,64,9,3,6
26.65,2,2,631.75,631.75,0,56,8,4,9
0,3,2,1132.25,1132.25,0,50,6,6,2
4.025,2,1,410.942,553.967612147076,0,77,4,12,6
0.45,1,1,493.052,502.264291666667,0,80,8,12,3
0,1,2,376.85,381.640817307692,0,49,4,6,3
0.5,3,2,771.54,771.54,0,47,5,5,9
0.755,2,1,510.014,510.014,0,80,5,12,10
5.07,2,2,570.665,570.665,0,61,7,6,8
5.66,5,1,1487.89,1487.89,0,47,8,3,4
0,4,1,648.3,648.3,0,39,6,3,11
11.285,3,1,1611.13,1611.13,0,57,8,2,8
3.91,3,3,1846.115,1846.115,0,30,4,3,11
0,2,2,703.09,703.09,0,31,4,7,3
0,1,2,294.892,301.974564102564,0,65,6,4,8
0,1,2,369.8625,380.1859375,0,62,6,12,7
0,2,2,1277.24878205128,1277.24878205128,0,56,9,3,4
0,1,2,764.135,768.149647435897,0,58,4,3,7
2.025,7,1,768.4,768.4,0,37,9,7,11
9.25,1,1,538.42,543.119855769231,0,50,6,4,4
61.17,2,1,1351.69,1351.69,0,59,6,6,8
0,1,1,159.512,163.806086538462,0,80,4,12,5
1.625,5,1,1054.18,1054.18,0,38,7,2,5
0.725,1,2,151.29,157.749166666667,0,69,6,12,6
3.4,2,1,1056.23,1056.23,0,44,9,2,2
48,2,1,468.044,474.056435897436,0,74,6,12,2
1,3,1,319.45,429.642700109051,0,67,7,7,10
0.095,1,2,367.385,376.361105769231,0,64,8,12,8
0,1,1,209.872,214.992240384615,0,66,4,12,4
0.745,4,2,845.902,845.902,0,48,7,6,2
0,1,1,581.1475,590.205576923077,0,64,8,12,5
1.965,2,2,257.89,257.89,0,76,6,12,10
0,2,1,1317.312,1317.312,0,68,9,12,10
0,2,2,197.7,204.091025641026,0,43,5,5,9
0,2,1,2134.09,2134.09,0,48,10,2,9
0,2,1,677.48,677.48,0,33,5,8,2
0,1,1,467.305,474.8921875,0,71,4,12,8
0,2,1,119.79,119.79,0,57,6,3,2
3.56,3,2,549.832,549.832,0,66,4,12,7
6.315,2,1,648.56,648.56,0,56,5,5,11
0,1,1,361.3525,361.3525,0,69,7,12,7
0,2,1,551.142,551.142,0,64,6,3,1
16.815,2,1,1225.0845,1225.0845,0,77,9,12,8
12.5,2,3,263.304,263.304,0,80,5,12,5
25.695,1,2,472.44,479.543581730769,0,57,6,2,5
6.5,1,2,138.0075,142.354471153846,0,67,5,12,3
0.54,2,1,573.8715,573.8715,0,71,8,12,9
0,2,1,211.064,231.737475950822,0,79,5,12,11
3.075,2,1,680.42,686.259895833333,0,30,4,8,5
0,1,2,262.312,268.285613782051,0,78,7,12,4
0,4,1,511.7,511.7,0,45,5,7,10
0.295,4,1,2134.09,2134.09,0,46,7,1,7
8.745,2,2,2134.09,2134.09,0,54,10,3,3
4.345,2,1,1174.6825,1174.6825,0,48,6,3,6
0,1,2,389.522,396.027833333333,0,64,6,12,3
3.48,6,3,524.98,662.242282967893,0,40,5,12,10
0.35,4,3,512.16,512.16,0,31,5,8,3
0,2,2,966.3925,966.3925,0,46,7,3,3
0,1,1,308.94,314.14391025641,0,54,5,4,11
0,1,1,259.837,269.457,0,80,6,12,12
0.375,2,2,412.95,412.95,0,80,7,12,7
3.69,4,1,361.6,361.6,0,36,9,7,12
10.995,5,1,1103.95,1103.95,0,49,7,3,3
7.49,4,3,921.9375,921.9375,0,54,5,8,12
0,4,1,1327.77,1327.77,0,46,5,8,2
0,2,1,269.324,288.996626558834,0,70,5,12,1
0,2,2,776.47,776.47,0,64,7,7,8
0,1,2,464.425,470.267700320513,0,49,6,3,2
0.515,3,1,910.684,1002.5156326596,0,53,5,12,4
10,3,1,718.6,718.6,0,47,5,6,3
0,1,2,309.33,315.444807692308,0,80,4,12,5
0,3,1,450.452,495.032596006725,0,72,6,12,11
0,2,1,1069.57,1069.57,0,31,6,4,3
0.19,2,1,265.175,267.295,0,60,6,7,12
0,3,2,1592.37,1592.37,0,33,7,10,9
8.45,1,2,353.242,360.030076923077,0,64,4,12,1
0,3,1,566.2,566.2,0,28,5,8,9
0,2,2,944.25,944.25,0,66,8,2,5
0,3,1,1013.02,1013.02,0,50,5,6,2
0,4,2,730.002,730.002,0,80,6,3,7
0,1,2,252.65,271.072418404425,0,80,5,12,2
0,2,1,529.01,529.01,0,75,5,12,11
1.6,4,1,735.025,735.025,0,47,4,3,8
6.88,3,2,1367.16,1367.16,0,38,4,6,7
0,1,1,322.222,328.799243589744,0,72,4,12,2
0,1,1,156.342,162.31341025641,0,80,5,12,9
0,2,3,686.764,686.764,0,76,5,12,8
6.805,3,1,432,533.176379451558,0,50,4,4,8
0,2,3,342,342,0,40,5,8,12
4.99,4,3,1085.97,1085.97,0,36,10,2,2
0.225,2,2,313.68,313.68,0,46,4,7,3
0,2,3,1468.17,1468.17,0,43,7,4,11
1.575,3,1,1972.4075,1972.4075,0,41,7,2,8
0,1,1,391.58,391.58,0,23,7,2,2
16.515,2,1,790.78,790.78,0,62,8,8,4
0,1,1,123.582,231.388520573226,0,58,4,3,2
1.75,2,1,412.174,417.127107356948,0,80,5,12,11
1.625,2,2,209.737179487179,232.544200098803,0,61,7,7,9
0.125,4,2,406.82,406.82,0,21,7,10,10
13.71,4,1,891.87,891.87,0,45,7,4,4
0,3,2,220,308.797440016814,0,29,4,9,11
0.2,4,1,1560.17,1560.17,0,49,9,5,6
0,4,1,654.14,654.14,0,53,7,5,2
4.995,1,2,1226.572,1239.64339423077,0,62,4,12,7
1.955,1,1,778.92,783.991466346154,0,41,5,1,3
0,2,2,156.3,259.05753416163,0,46,3,5,2
2.915,4,2,1425.9875,1425.9875,0,36,6,2,8
10.52,2,1,1186.62,1186.62,0,47,4,3,5
0,1,2,173.82,192.247280094885,0,76,5,12,6
0,1,1,71.025,161.257918000116,0,59,3,9,5
0,1,1,1027.02,1031.55004807692,0,50,4,8,2
0,3,1,1012.97871794872,1012.97871794872,0,50,4,6,8
111.97,8,1,2134.09,2134.09,0,78,10,12,7
0.19,2,2,591,596.750512820513,0,48,6,4,7
42.455,2,1,1035.035,1035.035,0,29,3,3,8
2.17,7,3,620.6,620.6,0,35,5,7,2
3.24,1,2,209.672,216.177833333333,0,80,6,12,3
1.545,1,2,119.23,126.376995192308,0,49,5,5,7
0,2,1,596.654,596.654,0,69,4,12,11
3.345,3,1,1811.26153846154,1811.26153846154,0,44,5,1,8
0,1,1,458.56,464.80858974359,0,48,2,3,9
0,1,2,76.78,147.155482309565,0,25,3,4,4
1.75,2,3,483.906153846154,483.906153846154,0,27,5,4,3
0,2,1,610.219,610.219,0,68,7,12,2
0,1,1,57,143.551045508047,0,21,3,7,4
0,1,2,123.5,146.017299178596,0,50,4,3,5
15.5,2,3,1644.22,1644.22,0,52,6,2,8
0.2,3,1,626.88,626.88,0,56,6,5,11
0,4,1,663.95,663.95,0,36,10,5,10
32.095,4,2,2134.09,2134.09,0,45,10,1,11
0,4,1,411.524,501.242878349188,0,75,5,12,11
0,2,1,752.3,752.3,0,49,5,3,10
0,1,2,271.962,275.98122275641,0,80,6,12,11
1.27,2,1,452.611538461538,452.611538461538,0,55,5,12,6
0.45,4,1,591.88,591.88,0,55,6,5,5
0,1,2,165,170.939567307692,0,75,4,12,2
5.025,4,1,978.18,978.18,0,40,8,3,3
0,2,2,1317.23,1317.23,0,31,5,2,9
0,4,1,761.6,761.6,0,38,4,4,8
53.325,2,2,460.074,460.074,0,70,4,12,6
0,2,1,359.709,359.709,0,70,6,12,6
0,2,2,1228.37,1228.37,0,67,6,12,8
37.645,4,1,1272.87,1272.87,0,32,4,2,7
0,4,1,422.67,422.67,0,41,5,5,5
0.99,2,1,949.8,949.8,0,68,5,12,9
2.245,1,2,408.047,412.423346153846,0,63,3,12,11
4.38,2,2,605.72,610.066971153846,0,32,4,4,3
3.225,3,3,334.6725,334.6725,0,31,6,6,2
1,2,1,512.64,512.64,0,56,5,4,11
7,2,2,367,445,0,51,5,7,12
0,2,3,969.24,969.24,0,56,6,4,11
0,1,2,51.81,144.510340858461,0,57,5,9,5
0,3,3,1994.51,1994.51,0,46,8,2,9
0,2,1,386.34,386.34,0,75,6,12,5
11.5,3,1,1154.575,1154.575,0,35,7,6,3
0,3,1,1325.35,1325.35,0,34,4,2,6
2.795,1,1,922.042,932.730020833333,0,80,5,12,2
0,3,1,184.3,308.223628077854,0,17,4,6,2
0,4,2,1031.99,1031.99,0,40,8,6,2
0,2,1,646.274,646.274,0,80,8,12,10
3.205,2,2,449.69,449.69,0,47,5,7,3
0,2,2,96,114.276100002847,0,40,3,9,5
0,3,1,1073.53,1073.53,0,62,5,12,12
0,1,2,153.042,160.029692307692,0,80,6,12,8
0,3,1,2100.275,2100.275,0,61,7,3,6
0,1,2,2134.09,2138.1046474359,1,42,4,1,7
0.55,3,1,1082.7315,1082.7315,0,77,9,12,3
0,3,1,717.18,717.18,0,51,5,10,2
2,4,2,1400.46,1400.46,0,46,8,7,12
0,1,1,72.18,167.6241039003,0,28,4,7,11
6,4,1,1520.47,1520.47,0,53,9,1,2
2.245,4,1,637.48,637.48,0,43,7,5,6
2.04,1,2,245.832,251.399636217949,0,67,7,12,5
0,3,1,163.47,163.47,0,51,5,3,10
0.5,1,1,0,99.7913128708216,0,58,6,9,6
4.55,2,2,772.362,772.362,0,72,5,12,3
0,2,2,1694.9375,1694.9375,0,71,8,3,8
0.82,2,2,215.38,320.75420399795,0,41,5,12,2
10.165,2,1,2134.09,2134.09,0,53,5,2,5
3.295,2,1,415.42,415.42,0,62,4,3,3
103.145,2,2,476.545,476.545,0,43,6,10,6
0,3,2,1078.93,1078.93,0,36,7,3,9
0,2,1,416.034,517.681239596235,0,68,4,12,9
16.55,2,1,1491.24,1491.24,0,61,9,2,11
0,3,1,960.41,960.41,0,54,7,1,12
0,3,1,1450.49,1450.49,0,32,4,2,7
5.77,1,1,312.74,317.176346153846,0,60,4,8,1
0,5,2,1813.77,1813.77,0,54,8,6,8
0,1,1,241.712,357.104227039111,0,60,5,12,6
0,4,1,957.082,957.082,0,46,7,4,10
1.195,5,2,1745.372,1745.372,0,80,7,6,7
25,1,1,11.05,18.2945753205128,0,43,6,5,7
2.44,2,1,956.03,956.03,0,66,9,12,9
4.14,2,1,1617.3825,1617.3825,0,62,8,3,8
7.745,2,1,1598.23487179487,1598.23487179487,0,43,5,1,8
0,2,2,636.41,636.41,0,79,6,12,4
0,4,2,384,488.305064738497,0,32,5,7,3
0.5,1,2,169.992,259.76734541786,0,69,3,12,1
0,4,2,1046.745,1046.745,0,33,4,4,9
0,1,2,323.18,328.771586538462,0,69,3,12,6
5.895,3,1,686.35,686.35,0,52,4,8,8
7.98,4,1,312.15,402.15,0,30,6,5,9
1,3,1,825.75,825.75,0,60,6,8,10
0,1,2,149.25,176.538281702137,0,65,5,12,2
3.46,2,1,1621.015,1621.015,0,59,9,5,8
8.25,1,2,153.042,280.543878614318,0,66,4,12,11
3.925,3,1,748.46,748.46,0,39,5,6,4
2.945,2,3,2134.09,2134.09,0,60,4,1,8
0,2,1,601.484,601.484,0,67,6,12,1
2.14,5,3,1734.665,1734.665,0,55,8,4,7
0,2,1,448.997,448.997,0,77,7,12,1
5.985,3,3,717.13,717.13,0,51,7,5,5
0,3,1,794.28,794.28,0,52,4,8,11
8.92,1,2,228.702,233.048971153846,0,64,5,12,3
0,2,1,397.614,422.459126727744,0,80,6,12,5
0,2,1,1060.8575,1060.8575,0,61,6,1,8
0,2,2,1252.01,1252.01,0,60,7,3,6
80,2,2,307.82,327.141860174058,0,80,5,12,5
0,2,1,2134.09,2134.09,0,66,10,5,6
0.44,1,2,162.062,298.380983804216,0,71,3,12,6
0,1,1,210.267,226.307449057372,0,80,5,12,5
0,4,1,651.22,651.22,0,46,5,7,8
1.45,4,2,585.28,585.28,0,41,5,5,11
5.79,3,1,1189.185,1189.185,0,30,4,6,8
0,2,1,457.54,457.54,0,60,7,5,3
3.725,1,1,384.64,398.591784782171,0,35,5,3,3
19.845,2,2,418.254,418.254,0,70,6,12,8
0,2,2,227.7,233.962283653846,0,28,5,3,10
0,2,1,692.39,692.39,0,36,7,6,12
0,3,1,977.29,977.29,0,49,5,3,8
1.995,2,1,667.995,667.995,0,37,5,3,2
0,4,3,840.67,840.67,0,32,5,3,5
0,3,1,464.86,514.86,0,42,5,2,9
0,1,1,185.152,190.439740384615,0,80,4,12,1
4.515,2,1,306.419,306.419,0,78,7,12,8
0,1,2,268.047,274.445397435897,0,69,6,3,1
0.105,3,1,953.89,953.89,0,46,5,3,4
3.875,1,2,797.5175,797.5175,0,45,3,4,7
93.425,3,2,72.6375,72.6375,0,38,6,3,8
0,1,1,1173.06333333333,1173.06333333333,0,49,4,3,7
69.225,4,1,2134.09,2134.09,0,48,5,3,2
0.5,2,2,2134.09,2134.09,0,70,9,2,12
0,2,1,564.059,564.059,0,76,6,12,3
14.51,2,1,1501.81,1501.81,0,53,6,6,8
0,1,2,152.042,257.056214794572,0,69,4,12,10
0,2,2,262.41,374.820371914673,0,47,4,3,7
17.655,3,2,554.53,554.53,0,60,5,6,2
0,1,1,185.41,230.827355769231,0,62,3,8,11
1.35,4,1,753.35,753.35,0,44,7,6,6
0,2,2,283.65,283.65,0,67,5,3,7
0,2,3,941.062,941.062,0,64,6,3,11
0,1,2,502.912,512.650525641026,0,80,8,12,8
0,1,2,137.692,145.350870192308,0,78,6,12,8
0.125,2,1,827.492,827.492,0,63,7,3,8
0,1,2,354.5525,366.189399038462,0,79,8,12,5
0,2,2,1253.89,1253.89,0,57,4,3,7
14.865,2,1,454.7175,454.7175,0,62,5,7,3
4.525,6,1,779.42,779.42,0,45,6,5,9
0,3,2,1859.55,1859.55,0,58,6,3,7
11.215,4,1,956.41,956.41,0,52,7,3,3
0,4,1,845.51,845.51,0,42,6,4,6
0,2,2,400.835,405.463221153846,0,23,4,4,4
0,3,3,2134.09,2134.09,0,38,8,5,5
0.79,4,1,503.86,503.86,0,52,5,3,7
0,2,1,788.654,788.654,0,69,10,12,8
0,2,1,426.962,426.962,0,80,6,12,10
2.495,2,1,486.592,486.592,0,72,4,12,3
25.875,1,1,185.77,185.77,0,80,4,12,5
0,2,1,570.27,570.27,0,61,5,3,2
0,4,3,1922.11,1922.11,0,52,6,4,11
1.185,5,1,1286.21,1286.21,0,45,8,3,9
0,3,2,138.69,268.677671580339,0,46,5,9,11
0,2,1,498.795,498.795,0,47,4,8,3
0,2,2,680.94,680.94,0,33,4,8,3
0.24,2,1,750.3,750.3,0,37,5,7,1
0,2,1,364.949,364.949,0,77,6,12,9
0,6,2,1271.5025,1271.5025,0,80,7,8,7
0,2,1,671.582,671.582,0,66,7,3,2
0,6,1,1275.73,1275.73,0,48,8,3,5
0,1,2,578.79,585.84032051282,0,47,4,3,1
57.095,2,1,1036.0925,1036.0925,0,34,9,1,2
0,1,1,201.93,222.491667114341,0,80,7,12,8
0,2,1,1056.344,1056.344,0,69,9,2,5
95.775,4,2,1595.53,1595.53,0,44,7,3,6
13.54,2,1,878.1815,878.1815,0,77,8,12,1
0.21,1,2,186.182,197.890798076923,0,79,8,12,11
0,3,3,1206.85,1206.85,0,51,5,6,4
0.42,3,3,1103.76,1103.76,0,43,6,6,8
0,2,2,767.905384615385,767.905384615385,0,58,6,7,11
0.295,3,2,152,262.939548822594,0,56,5,12,8
0,1,1,530.04,530.04,0,62,10,2,6
0,2,3,275.624,275.624,0,73,3,12,4
0,4,2,187.1,285.1,0,33,7,8,12
39.5,1,2,1026.14,1035.30596153846,0,37,10,2,9
0,2,2,1411.795,1411.795,0,53,5,2,5
0,2,1,350.17,350.17,0,61,5,7,2
0,1,1,0,5.71206730769231,0,39,5,5,8
0,1,1,257.5125,263.59655448718,0,60,6,12,9
0,3,2,444.346,563.075036944444,0,49,4,12,8
1.845,2,3,1381.025,1381.025,0,58,7,2,12
1.575,1,2,115.77,241.850818350775,0,80,3,12,6
0,1,2,170.71,195.054366126498,0,80,4,12,5
5.95,1,2,294.18,301.507211538462,0,72,6,11,9
0.5,2,3,464.779,464.779,0,70,6,12,10
0,2,2,318.95,385.637305503353,0,42,3,12,8
